"Date Time, GMT-05:00","Temp, ?",,"Laura Toran and James Berglund, Temple University"
10/2/2017 14:15,9.853888889,,
10/2/2017 14:30,9.853888889,,
10/2/2017 14:45,9.853888889,,
10/2/2017 15:00,9.853888889,,
10/2/2017 15:15,9.853888889,,
10/2/2017 15:30,9.853888889,,
10/2/2017 15:45,9.853888889,,
10/2/2017 16:00,9.853888889,,
10/2/2017 16:15,9.853888889,,
10/2/2017 16:30,9.853888889,,
10/2/2017 16:45,9.853888889,,
10/2/2017 17:00,9.853888889,,
10/2/2017 17:15,9.853888889,,
10/2/2017 17:30,9.853888889,,
10/2/2017 17:45,9.853888889,,
10/2/2017 18:00,9.853888889,,
10/2/2017 18:15,9.853888889,,
10/2/2017 18:30,9.853888889,,
10/2/2017 18:45,9.853888889,,
10/2/2017 19:00,9.853888889,,
10/2/2017 19:15,9.853888889,,
10/2/2017 19:30,9.853888889,,
10/2/2017 19:45,9.853888889,,
10/2/2017 20:00,9.853888889,,
10/2/2017 20:15,9.853888889,,
10/2/2017 20:30,9.853888889,,
10/2/2017 20:45,9.853888889,,
10/2/2017 21:00,9.853888889,,
10/2/2017 21:15,9.853888889,,
10/2/2017 21:30,9.853888889,,
10/2/2017 21:45,9.853888889,,
10/2/2017 22:00,9.853888889,,
10/2/2017 22:15,9.853888889,,
10/2/2017 22:30,9.853888889,,
10/2/2017 22:45,9.853888889,,
10/2/2017 23:00,9.853888889,,
10/2/2017 23:15,9.853888889,,
10/2/2017 23:30,9.853888889,,
10/2/2017 23:45,9.853888889,,
10/3/2017 0:00,9.853888889,,
10/3/2017 0:15,9.853888889,,
10/3/2017 0:30,9.853888889,,
10/3/2017 0:45,9.853888889,,
10/3/2017 1:00,9.853888889,,
10/3/2017 1:15,9.853888889,,
10/3/2017 1:30,9.853888889,,
10/3/2017 1:45,9.853888889,,
10/3/2017 2:00,9.853888889,,
10/3/2017 2:15,9.853888889,,
10/3/2017 2:30,9.853888889,,
10/3/2017 2:45,9.853888889,,
10/3/2017 3:00,9.853888889,,
10/3/2017 3:15,9.853888889,,
10/3/2017 3:30,9.853888889,,
10/3/2017 3:45,9.853888889,,
10/3/2017 4:00,9.853888889,,
10/3/2017 4:15,9.853888889,,
10/3/2017 4:30,9.853888889,,
10/3/2017 4:45,9.853888889,,
10/3/2017 5:00,9.853888889,,
10/3/2017 5:15,9.853888889,,
10/3/2017 5:30,9.853888889,,
10/3/2017 5:45,9.853888889,,
10/3/2017 6:00,9.853888889,,
10/3/2017 6:15,9.853888889,,
10/3/2017 6:30,9.853888889,,
10/3/2017 6:45,9.853888889,,
10/3/2017 7:00,9.853888889,,
10/3/2017 7:15,9.853888889,,
10/3/2017 7:30,9.853888889,,
10/3/2017 7:45,9.853888889,,
10/3/2017 8:00,9.853888889,,
10/3/2017 8:15,9.853888889,,
10/3/2017 8:30,9.853888889,,
10/3/2017 8:45,9.853888889,,
10/3/2017 9:00,9.853888889,,
10/3/2017 9:15,9.878888889,,
10/3/2017 9:30,9.853888889,,
10/3/2017 9:45,9.853888889,,
10/3/2017 10:00,9.853888889,,
10/3/2017 10:15,9.902777778,,
10/3/2017 10:30,9.853888889,,
10/3/2017 10:45,9.853888889,,
10/3/2017 11:00,9.853888889,,
10/3/2017 11:15,9.853888889,,
10/3/2017 11:30,9.853888889,,
10/3/2017 11:45,9.853888889,,
10/3/2017 12:00,9.853888889,,
10/3/2017 12:15,9.853888889,,
10/3/2017 12:30,9.878888889,,
10/3/2017 12:45,9.878888889,,
10/3/2017 13:00,9.878888889,,
10/3/2017 13:15,9.878888889,,
10/3/2017 13:30,9.878888889,,
10/3/2017 13:45,9.853888889,,
10/3/2017 14:00,9.853888889,,
10/3/2017 14:15,9.853888889,,
10/3/2017 14:30,9.853888889,,
10/3/2017 14:45,9.853888889,,
10/3/2017 15:00,9.853888889,,
10/3/2017 15:15,9.853888889,,
10/3/2017 15:30,9.853888889,,
10/3/2017 15:45,9.853888889,,
10/3/2017 16:00,9.853888889,,
10/3/2017 16:15,9.853888889,,
10/3/2017 16:30,9.853888889,,
10/3/2017 16:45,9.853888889,,
10/3/2017 17:00,9.853888889,,
10/3/2017 17:15,9.853888889,,
10/3/2017 17:30,9.853888889,,
10/3/2017 17:45,9.853888889,,
10/3/2017 18:00,9.853888889,,
10/3/2017 18:15,9.853888889,,
10/3/2017 18:30,9.853888889,,
10/3/2017 18:45,9.853888889,,
10/3/2017 19:00,9.853888889,,
10/3/2017 19:15,9.853888889,,
10/3/2017 19:30,9.853888889,,
10/3/2017 19:45,9.853888889,,
10/3/2017 20:00,9.853888889,,
10/3/2017 20:15,9.853888889,,
10/3/2017 20:30,9.853888889,,
10/3/2017 20:45,9.853888889,,
10/3/2017 21:00,9.853888889,,
10/3/2017 21:15,9.853888889,,
10/3/2017 21:30,9.853888889,,
10/3/2017 21:45,9.853888889,,
10/3/2017 22:00,9.853888889,,
10/3/2017 22:15,9.853888889,,
10/3/2017 22:30,9.853888889,,
10/3/2017 22:45,9.853888889,,
10/3/2017 23:00,9.853888889,,
10/3/2017 23:15,9.853888889,,
10/3/2017 23:30,9.853888889,,
10/3/2017 23:45,9.853888889,,
10/4/2017 0:00,9.853888889,,
10/4/2017 0:15,9.853888889,,
10/4/2017 0:30,9.853888889,,
10/4/2017 0:45,9.853888889,,
10/4/2017 1:00,9.853888889,,
10/4/2017 1:15,9.853888889,,
10/4/2017 1:30,9.853888889,,
10/4/2017 1:45,9.853888889,,
10/4/2017 2:00,9.853888889,,
10/4/2017 2:15,9.853888889,,
10/4/2017 2:30,9.853888889,,
10/4/2017 2:45,9.853888889,,
10/4/2017 3:00,9.853888889,,
10/4/2017 3:15,9.853888889,,
10/4/2017 3:30,9.853888889,,
10/4/2017 3:45,9.853888889,,
10/4/2017 4:00,9.853888889,,
10/4/2017 4:15,9.853888889,,
10/4/2017 4:30,9.853888889,,
10/4/2017 4:45,9.853888889,,
10/4/2017 5:00,9.853888889,,
10/4/2017 5:15,9.853888889,,
10/4/2017 5:30,9.853888889,,
10/4/2017 5:45,9.853888889,,
10/4/2017 6:00,9.853888889,,
10/4/2017 6:15,9.853888889,,
10/4/2017 6:30,9.853888889,,
10/4/2017 6:45,9.853888889,,
10/4/2017 7:00,9.853888889,,
10/4/2017 7:15,9.853888889,,
10/4/2017 7:30,9.853888889,,
10/4/2017 7:45,9.853888889,,
10/4/2017 8:00,9.853888889,,
10/4/2017 8:15,9.853888889,,
10/4/2017 8:30,9.853888889,,
10/4/2017 8:45,9.853888889,,
10/4/2017 9:00,9.853888889,,
10/4/2017 9:15,9.878888889,,
10/4/2017 9:30,9.853888889,,
10/4/2017 9:45,9.853888889,,
10/4/2017 10:00,9.878888889,,
10/4/2017 10:15,9.853888889,,
10/4/2017 10:30,9.853888889,,
10/4/2017 10:45,9.853888889,,
10/4/2017 11:00,9.853888889,,
10/4/2017 11:15,9.853888889,,
10/4/2017 11:30,9.853888889,,
10/4/2017 11:45,9.853888889,,
10/4/2017 12:00,9.853888889,,
10/4/2017 12:15,9.853888889,,
10/4/2017 12:30,9.878888889,,
10/4/2017 12:45,9.878888889,,
10/4/2017 13:00,9.878888889,,
10/4/2017 13:15,9.878888889,,
10/4/2017 13:30,9.853888889,,
10/4/2017 13:45,9.853888889,,
10/4/2017 14:00,9.853888889,,
10/4/2017 14:15,9.853888889,,
10/4/2017 14:30,9.853888889,,
10/4/2017 14:45,9.853888889,,
10/4/2017 15:00,9.853888889,,
10/4/2017 15:15,9.853888889,,
10/4/2017 15:30,9.853888889,,
10/4/2017 15:45,9.853888889,,
10/4/2017 16:00,9.853888889,,
10/4/2017 16:15,9.853888889,,
10/4/2017 16:30,9.853888889,,
10/4/2017 16:45,9.853888889,,
10/4/2017 17:00,9.853888889,,
10/4/2017 17:15,9.853888889,,
10/4/2017 17:30,9.853888889,,
10/4/2017 17:45,9.853888889,,
10/4/2017 18:00,9.853888889,,
10/4/2017 18:15,9.853888889,,
10/4/2017 18:30,9.853888889,,
10/4/2017 18:45,9.853888889,,
10/4/2017 19:00,9.853888889,,
10/4/2017 19:15,9.853888889,,
10/4/2017 19:30,9.853888889,,
10/4/2017 19:45,9.853888889,,
10/4/2017 20:00,9.853888889,,
10/4/2017 20:15,9.853888889,,
10/4/2017 20:30,9.853888889,,
10/4/2017 20:45,9.853888889,,
10/4/2017 21:00,9.853888889,,
10/4/2017 21:15,9.853888889,,
10/4/2017 21:30,9.853888889,,
10/4/2017 21:45,9.853888889,,
10/4/2017 22:00,9.853888889,,
10/4/2017 22:15,9.853888889,,
10/4/2017 22:30,9.853888889,,
10/4/2017 22:45,9.853888889,,
10/4/2017 23:00,9.853888889,,
10/4/2017 23:15,9.853888889,,
10/4/2017 23:30,9.853888889,,
10/4/2017 23:45,9.853888889,,
10/5/2017 0:00,9.853888889,,
10/5/2017 0:15,9.853888889,,
10/5/2017 0:30,9.853888889,,
10/5/2017 0:45,9.853888889,,
10/5/2017 1:00,9.853888889,,
10/5/2017 1:15,9.853888889,,
10/5/2017 1:30,9.853888889,,
10/5/2017 1:45,9.853888889,,
10/5/2017 2:00,9.853888889,,
10/5/2017 2:15,9.853888889,,
10/5/2017 2:30,9.853888889,,
10/5/2017 2:45,9.853888889,,
10/5/2017 3:00,9.853888889,,
10/5/2017 3:15,9.853888889,,
10/5/2017 3:30,9.853888889,,
10/5/2017 3:45,9.853888889,,
10/5/2017 4:00,9.853888889,,
10/5/2017 4:15,9.853888889,,
10/5/2017 4:30,9.853888889,,
10/5/2017 4:45,9.853888889,,
10/5/2017 5:00,9.853888889,,
10/5/2017 5:15,9.853888889,,
10/5/2017 5:30,9.853888889,,
10/5/2017 5:45,9.853888889,,
10/5/2017 6:00,9.853888889,,
10/5/2017 6:15,9.853888889,,
10/5/2017 6:30,9.853888889,,
10/5/2017 6:45,9.853888889,,
10/5/2017 7:00,9.853888889,,
10/5/2017 7:15,9.853888889,,
10/5/2017 7:30,9.853888889,,
10/5/2017 7:45,9.853888889,,
10/5/2017 8:00,9.853888889,,
10/5/2017 8:15,9.853888889,,
10/5/2017 8:30,9.853888889,,
10/5/2017 8:45,9.853888889,,
10/5/2017 9:00,9.853888889,,
10/5/2017 9:15,9.853888889,,
10/5/2017 9:30,9.853888889,,
10/5/2017 9:45,9.853888889,,
10/5/2017 10:00,9.853888889,,
10/5/2017 10:15,9.853888889,,
10/5/2017 10:30,9.853888889,,
10/5/2017 10:45,9.853888889,,
10/5/2017 11:00,9.853888889,,
10/5/2017 11:15,9.853888889,,
10/5/2017 11:30,9.853888889,,
10/5/2017 11:45,9.853888889,,
10/5/2017 12:00,9.853888889,,
10/5/2017 12:15,9.853888889,,
10/5/2017 12:30,9.853888889,,
10/5/2017 12:45,9.853888889,,
10/5/2017 13:00,9.853888889,,
10/5/2017 13:15,9.853888889,,
10/5/2017 13:30,9.853888889,,
10/5/2017 13:45,9.853888889,,
10/5/2017 14:00,9.853888889,,
10/5/2017 14:15,9.853888889,,
10/5/2017 14:30,9.853888889,,
10/5/2017 14:45,9.853888889,,
10/5/2017 15:00,9.853888889,,
10/5/2017 15:15,9.853888889,,
10/5/2017 15:30,9.853888889,,
10/5/2017 15:45,9.853888889,,
10/5/2017 16:00,9.853888889,,
10/5/2017 16:15,9.853888889,,
10/5/2017 16:30,9.853888889,,
10/5/2017 16:45,9.853888889,,
10/5/2017 17:00,9.853888889,,
10/5/2017 17:15,9.853888889,,
10/5/2017 17:30,9.853888889,,
10/5/2017 17:45,9.853888889,,
10/5/2017 18:00,9.853888889,,
10/5/2017 18:15,9.853888889,,
10/5/2017 18:30,9.853888889,,
10/5/2017 18:45,9.853888889,,
10/5/2017 19:00,9.853888889,,
10/5/2017 19:15,9.853888889,,
10/5/2017 19:30,9.853888889,,
10/5/2017 19:45,9.853888889,,
10/5/2017 20:00,9.853888889,,
10/5/2017 20:15,9.853888889,,
10/5/2017 20:30,9.853888889,,
10/5/2017 20:45,9.853888889,,
10/5/2017 21:00,9.853888889,,
10/5/2017 21:15,9.853888889,,
10/5/2017 21:30,9.853888889,,
10/5/2017 21:45,9.853888889,,
10/5/2017 22:00,9.853888889,,
10/5/2017 22:15,9.853888889,,
10/5/2017 22:30,9.853888889,,
10/5/2017 22:45,9.853888889,,
10/5/2017 23:00,9.853888889,,
10/5/2017 23:15,9.853888889,,
10/5/2017 23:30,9.853888889,,
10/5/2017 23:45,9.853888889,,
10/6/2017 0:00,9.853888889,,
10/6/2017 0:15,9.853888889,,
10/6/2017 0:30,9.853888889,,
10/6/2017 0:45,9.853888889,,
10/6/2017 1:00,9.853888889,,
10/6/2017 1:15,9.853888889,,
10/6/2017 1:30,9.853888889,,
10/6/2017 1:45,9.853888889,,
10/6/2017 2:00,9.853888889,,
10/6/2017 2:15,9.853888889,,
10/6/2017 2:30,9.853888889,,
10/6/2017 2:45,9.853888889,,
10/6/2017 3:00,9.853888889,,
10/6/2017 3:15,9.853888889,,
10/6/2017 3:30,9.853888889,,
10/6/2017 3:45,9.853888889,,
10/6/2017 4:00,9.853888889,,
10/6/2017 4:15,9.853888889,,
10/6/2017 4:30,9.853888889,,
10/6/2017 4:45,9.853888889,,
10/6/2017 5:00,9.853888889,,
10/6/2017 5:15,9.853888889,,
10/6/2017 5:30,9.853888889,,
10/6/2017 5:45,9.853888889,,
10/6/2017 6:00,9.853888889,,
10/6/2017 6:15,9.853888889,,
10/6/2017 6:30,9.853888889,,
10/6/2017 6:45,9.853888889,,
10/6/2017 7:00,9.853888889,,
10/6/2017 7:15,9.853888889,,
10/6/2017 7:30,9.853888889,,
10/6/2017 7:45,9.853888889,,
10/6/2017 8:00,9.853888889,,
10/6/2017 8:15,9.853888889,,
10/6/2017 8:30,9.853888889,,
10/6/2017 8:45,9.853888889,,
10/6/2017 9:00,9.853888889,,
10/6/2017 9:15,9.853888889,,
10/6/2017 9:30,9.853888889,,
10/6/2017 9:45,9.853888889,,
10/6/2017 10:00,9.853888889,,
10/6/2017 10:15,9.853888889,,
10/6/2017 10:30,9.853888889,,
10/6/2017 10:45,9.853888889,,
10/6/2017 11:00,9.853888889,,
10/6/2017 11:15,9.853888889,,
10/6/2017 11:30,9.853888889,,
10/6/2017 11:45,9.878888889,,
10/6/2017 12:00,9.853888889,,
10/6/2017 12:15,9.853888889,,
10/6/2017 12:30,9.853888889,,
10/6/2017 12:45,9.853888889,,
10/6/2017 13:00,9.853888889,,
10/6/2017 13:15,9.853888889,,
10/6/2017 13:30,9.853888889,,
10/6/2017 13:45,9.853888889,,
10/6/2017 14:00,9.853888889,,
10/6/2017 14:15,9.853888889,,
10/6/2017 14:30,9.853888889,,
10/6/2017 14:45,9.853888889,,
10/6/2017 15:00,9.853888889,,
10/6/2017 15:15,9.853888889,,
10/6/2017 15:30,9.853888889,,
10/6/2017 15:45,9.853888889,,
10/6/2017 16:00,9.853888889,,
10/6/2017 16:15,9.853888889,,
10/6/2017 16:30,9.853888889,,
10/6/2017 16:45,9.853888889,,
10/6/2017 17:00,9.853888889,,
10/6/2017 17:15,9.853888889,,
10/6/2017 17:30,9.853888889,,
10/6/2017 17:45,9.853888889,,
10/6/2017 18:00,9.853888889,,
10/6/2017 18:15,9.853888889,,
10/6/2017 18:30,9.853888889,,
10/6/2017 18:45,9.853888889,,
10/6/2017 19:00,9.853888889,,
10/6/2017 19:15,9.853888889,,
10/6/2017 19:30,9.853888889,,
10/6/2017 19:45,9.853888889,,
10/6/2017 20:00,9.853888889,,
10/6/2017 20:15,9.853888889,,
10/6/2017 20:30,9.853888889,,
10/6/2017 20:45,9.853888889,,
10/6/2017 21:00,9.853888889,,
10/6/2017 21:15,9.853888889,,
10/6/2017 21:30,9.853888889,,
10/6/2017 21:45,9.853888889,,
10/6/2017 22:00,9.853888889,,
10/6/2017 22:15,9.853888889,,
10/6/2017 22:30,9.853888889,,
10/6/2017 22:45,9.853888889,,
10/6/2017 23:00,9.853888889,,
10/6/2017 23:15,9.853888889,,
10/6/2017 23:30,9.853888889,,
10/6/2017 23:45,9.853888889,,
10/7/2017 0:00,9.853888889,,
10/7/2017 0:15,9.853888889,,
10/7/2017 0:30,9.853888889,,
10/7/2017 0:45,9.853888889,,
10/7/2017 1:00,9.853888889,,
10/7/2017 1:15,9.853888889,,
10/7/2017 1:30,9.853888889,,
10/7/2017 1:45,9.853888889,,
10/7/2017 2:00,9.853888889,,
10/7/2017 2:15,9.853888889,,
10/7/2017 2:30,9.853888889,,
10/7/2017 2:45,9.853888889,,
10/7/2017 3:00,9.853888889,,
10/7/2017 3:15,9.853888889,,
10/7/2017 3:30,9.853888889,,
10/7/2017 3:45,9.853888889,,
10/7/2017 4:00,9.853888889,,
10/7/2017 4:15,9.853888889,,
10/7/2017 4:30,9.853888889,,
10/7/2017 4:45,9.853888889,,
10/7/2017 5:00,9.853888889,,
10/7/2017 5:15,9.853888889,,
10/7/2017 5:30,9.853888889,,
10/7/2017 5:45,9.853888889,,
10/7/2017 6:00,9.853888889,,
10/7/2017 6:15,9.853888889,,
10/7/2017 6:30,9.853888889,,
10/7/2017 6:45,9.853888889,,
10/7/2017 7:00,9.853888889,,
10/7/2017 7:15,9.853888889,,
10/7/2017 7:30,9.853888889,,
10/7/2017 7:45,9.853888889,,
10/7/2017 8:00,9.853888889,,
10/7/2017 8:15,9.853888889,,
10/7/2017 8:30,9.853888889,,
10/7/2017 8:45,9.853888889,,
10/7/2017 9:00,9.853888889,,
10/7/2017 9:15,9.853888889,,
10/7/2017 9:30,9.853888889,,
10/7/2017 9:45,9.853888889,,
10/7/2017 10:00,9.853888889,,
10/7/2017 10:15,9.853888889,,
10/7/2017 10:30,9.853888889,,
10/7/2017 10:45,9.853888889,,
10/7/2017 11:00,9.853888889,,
10/7/2017 11:15,9.853888889,,
10/7/2017 11:30,9.853888889,,
10/7/2017 11:45,9.853888889,,
10/7/2017 12:00,9.878888889,,
10/7/2017 12:15,9.853888889,,
10/7/2017 12:30,9.878888889,,
10/7/2017 12:45,9.878888889,,
10/7/2017 13:00,9.853888889,,
10/7/2017 13:15,9.853888889,,
10/7/2017 13:30,9.853888889,,
10/7/2017 13:45,9.853888889,,
10/7/2017 14:00,9.853888889,,
10/7/2017 14:15,9.853888889,,
10/7/2017 14:30,9.853888889,,
10/7/2017 14:45,9.853888889,,
10/7/2017 15:00,9.853888889,,
10/7/2017 15:15,9.853888889,,
10/7/2017 15:30,9.853888889,,
10/7/2017 15:45,9.853888889,,
10/7/2017 16:00,9.853888889,,
10/7/2017 16:15,9.853888889,,
10/7/2017 16:30,9.853888889,,
10/7/2017 16:45,9.853888889,,
10/7/2017 17:00,9.853888889,,
10/7/2017 17:15,9.853888889,,
10/7/2017 17:30,9.853888889,,
10/7/2017 17:45,9.853888889,,
10/7/2017 18:00,9.853888889,,
10/7/2017 18:15,9.853888889,,
10/7/2017 18:30,9.853888889,,
10/7/2017 18:45,9.853888889,,
10/7/2017 19:00,9.853888889,,
10/7/2017 19:15,9.853888889,,
10/7/2017 19:30,9.853888889,,
10/7/2017 19:45,9.853888889,,
10/7/2017 20:00,9.853888889,,
10/7/2017 20:15,9.853888889,,
10/7/2017 20:30,9.853888889,,
10/7/2017 20:45,9.853888889,,
10/7/2017 21:00,9.853888889,,
10/7/2017 21:15,9.853888889,,
10/7/2017 21:30,9.853888889,,
10/7/2017 21:45,9.853888889,,
10/7/2017 22:00,9.853888889,,
10/7/2017 22:15,9.853888889,,
10/7/2017 22:30,9.853888889,,
10/7/2017 22:45,9.853888889,,
10/7/2017 23:00,9.853888889,,
10/7/2017 23:15,9.853888889,,
10/7/2017 23:30,9.853888889,,
10/7/2017 23:45,9.853888889,,
10/8/2017 0:00,9.853888889,,
10/8/2017 0:15,9.853888889,,
10/8/2017 0:30,9.853888889,,
10/8/2017 0:45,9.853888889,,
10/8/2017 1:00,9.853888889,,
10/8/2017 1:15,9.853888889,,
10/8/2017 1:30,9.853888889,,
10/8/2017 1:45,9.853888889,,
10/8/2017 2:00,9.853888889,,
10/8/2017 2:15,9.853888889,,
10/8/2017 2:30,9.853888889,,
10/8/2017 2:45,9.853888889,,
10/8/2017 3:00,9.853888889,,
10/8/2017 3:15,9.853888889,,
10/8/2017 3:30,9.853888889,,
10/8/2017 3:45,9.853888889,,
10/8/2017 4:00,9.853888889,,
10/8/2017 4:15,9.853888889,,
10/8/2017 4:30,9.853888889,,
10/8/2017 4:45,9.853888889,,
10/8/2017 5:00,9.853888889,,
10/8/2017 5:15,9.853888889,,
10/8/2017 5:30,9.853888889,,
10/8/2017 5:45,9.853888889,,
10/8/2017 6:00,9.853888889,,
10/8/2017 6:15,9.853888889,,
10/8/2017 6:30,9.853888889,,
10/8/2017 6:45,9.853888889,,
10/8/2017 7:00,9.853888889,,
10/8/2017 7:15,9.853888889,,
10/8/2017 7:30,9.853888889,,
10/8/2017 7:45,9.853888889,,
10/8/2017 8:00,9.853888889,,
10/8/2017 8:15,9.853888889,,
10/8/2017 8:30,9.853888889,,
10/8/2017 8:45,9.853888889,,
10/8/2017 9:00,9.853888889,,
10/8/2017 9:15,9.853888889,,
10/8/2017 9:30,9.853888889,,
10/8/2017 9:45,9.853888889,,
10/8/2017 10:00,9.853888889,,
10/8/2017 10:15,9.853888889,,
10/8/2017 10:30,9.853888889,,
10/8/2017 10:45,9.853888889,,
10/8/2017 11:00,9.853888889,,
10/8/2017 11:15,9.853888889,,
10/8/2017 11:30,9.853888889,,
10/8/2017 11:45,9.853888889,,
10/8/2017 12:00,9.853888889,,
10/8/2017 12:15,9.853888889,,
10/8/2017 12:30,9.853888889,,
10/8/2017 12:45,9.853888889,,
10/8/2017 13:00,9.853888889,,
10/8/2017 13:15,9.853888889,,
10/8/2017 13:30,9.853888889,,
10/8/2017 13:45,9.853888889,,
10/8/2017 14:00,9.853888889,,
10/8/2017 14:15,9.853888889,,
10/8/2017 14:30,9.853888889,,
10/8/2017 14:45,9.853888889,,
10/8/2017 15:00,9.853888889,,
10/8/2017 15:15,9.853888889,,
10/8/2017 15:30,9.853888889,,
10/8/2017 15:45,9.853888889,,
10/8/2017 16:00,9.853888889,,
10/8/2017 16:15,9.853888889,,
10/8/2017 16:30,9.853888889,,
10/8/2017 16:45,9.853888889,,
10/8/2017 17:00,9.853888889,,
10/8/2017 17:15,9.853888889,,
10/8/2017 17:30,9.853888889,,
10/8/2017 17:45,9.853888889,,
10/8/2017 18:00,9.853888889,,
10/8/2017 18:15,9.853888889,,
10/8/2017 18:30,9.853888889,,
10/8/2017 18:45,9.853888889,,
10/8/2017 19:00,9.853888889,,
10/8/2017 19:15,9.853888889,,
10/8/2017 19:30,9.853888889,,
10/8/2017 19:45,9.853888889,,
10/8/2017 20:00,9.853888889,,
10/8/2017 20:15,9.853888889,,
10/8/2017 20:30,9.853888889,,
10/8/2017 20:45,9.853888889,,
10/8/2017 21:00,9.853888889,,
10/8/2017 21:15,9.853888889,,
10/8/2017 21:30,9.853888889,,
10/8/2017 21:45,9.853888889,,
10/8/2017 22:00,9.853888889,,
10/8/2017 22:15,9.853888889,,
10/8/2017 22:30,9.853888889,,
10/8/2017 22:45,9.853888889,,
10/8/2017 23:00,9.853888889,,
10/8/2017 23:15,9.853888889,,
10/8/2017 23:30,9.853888889,,
10/8/2017 23:45,9.853888889,,
10/9/2017 0:00,9.853888889,,
10/9/2017 0:15,9.853888889,,
10/9/2017 0:30,9.853888889,,
10/9/2017 0:45,9.853888889,,
10/9/2017 1:00,9.853888889,,
10/9/2017 1:15,9.853888889,,
10/9/2017 1:30,9.853888889,,
10/9/2017 1:45,9.853888889,,
10/9/2017 2:00,9.853888889,,
10/9/2017 2:15,9.853888889,,
10/9/2017 2:30,9.853888889,,
10/9/2017 2:45,9.853888889,,
10/9/2017 3:00,9.853888889,,
10/9/2017 3:15,9.853888889,,
10/9/2017 3:30,9.853888889,,
10/9/2017 3:45,9.853888889,,
10/9/2017 4:00,9.853888889,,
10/9/2017 4:15,9.853888889,,
10/9/2017 4:30,9.853888889,,
10/9/2017 4:45,9.853888889,,
10/9/2017 5:00,9.853888889,,
10/9/2017 5:15,9.853888889,,
10/9/2017 5:30,9.853888889,,
10/9/2017 5:45,9.853888889,,
10/9/2017 6:00,9.853888889,,
10/9/2017 6:15,9.853888889,,
10/9/2017 6:30,9.853888889,,
10/9/2017 6:45,9.853888889,,
10/9/2017 7:00,9.853888889,,
10/9/2017 7:15,9.853888889,,
10/9/2017 7:30,9.853888889,,
10/9/2017 7:45,9.853888889,,
10/9/2017 8:00,9.853888889,,
10/9/2017 8:15,9.853888889,,
10/9/2017 8:30,9.853888889,,
10/9/2017 8:45,9.853888889,,
10/9/2017 9:00,9.853888889,,
10/9/2017 9:15,9.853888889,,
10/9/2017 9:30,9.853888889,,
10/9/2017 9:45,9.853888889,,
10/9/2017 10:00,9.853888889,,
10/9/2017 10:15,9.853888889,,
10/9/2017 10:30,9.853888889,,
10/9/2017 10:45,9.853888889,,
10/9/2017 11:00,9.853888889,,
10/9/2017 11:15,9.853888889,,
10/9/2017 11:30,9.853888889,,
10/9/2017 11:45,9.853888889,,
10/9/2017 12:00,9.853888889,,
10/9/2017 12:15,9.853888889,,
10/9/2017 12:30,9.853888889,,
10/9/2017 12:45,9.853888889,,
10/9/2017 13:00,9.853888889,,
10/9/2017 13:15,9.853888889,,
10/9/2017 13:30,9.853888889,,
10/9/2017 13:45,9.853888889,,
10/9/2017 14:00,9.853888889,,
10/9/2017 14:15,9.853888889,,
10/9/2017 14:30,9.853888889,,
10/9/2017 14:45,9.853888889,,
10/9/2017 15:00,9.853888889,,
10/9/2017 15:15,9.853888889,,
10/9/2017 15:30,9.853888889,,
10/9/2017 15:45,9.853888889,,
10/9/2017 16:00,9.853888889,,
10/9/2017 16:15,9.853888889,,
10/9/2017 16:30,9.853888889,,
10/9/2017 16:45,9.853888889,,
10/9/2017 17:00,9.853888889,,
10/9/2017 17:15,9.853888889,,
10/9/2017 17:30,9.853888889,,
10/9/2017 17:45,9.853888889,,
10/9/2017 18:00,9.853888889,,
10/9/2017 18:15,9.853888889,,
10/9/2017 18:30,9.853888889,,
10/9/2017 18:45,9.853888889,,
10/9/2017 19:00,9.853888889,,
10/9/2017 19:15,9.853888889,,
10/9/2017 19:30,9.853888889,,
10/9/2017 19:45,9.853888889,,
10/9/2017 20:00,9.853888889,,
10/9/2017 20:15,9.853888889,,
10/9/2017 20:30,9.853888889,,
10/9/2017 20:45,9.853888889,,
10/9/2017 21:00,9.853888889,,
10/9/2017 21:15,9.853888889,,
10/9/2017 21:30,9.853888889,,
10/9/2017 21:45,9.853888889,,
10/9/2017 22:00,9.853888889,,
10/9/2017 22:15,9.853888889,,
10/9/2017 22:30,9.853888889,,
10/9/2017 22:45,9.853888889,,
10/9/2017 23:00,9.853888889,,
10/9/2017 23:15,9.853888889,,
10/9/2017 23:30,9.853888889,,
10/9/2017 23:45,9.853888889,,
10/10/2017 0:00,9.853888889,,
10/10/2017 0:15,9.853888889,,
10/10/2017 0:30,9.853888889,,
10/10/2017 0:45,9.853888889,,
10/10/2017 1:00,9.853888889,,
10/10/2017 1:15,9.853888889,,
10/10/2017 1:30,9.853888889,,
10/10/2017 1:45,9.853888889,,
10/10/2017 2:00,9.853888889,,
10/10/2017 2:15,9.853888889,,
10/10/2017 2:30,9.853888889,,
10/10/2017 2:45,9.853888889,,
10/10/2017 3:00,9.853888889,,
10/10/2017 3:15,9.853888889,,
10/10/2017 3:30,9.853888889,,
10/10/2017 3:45,9.853888889,,
10/10/2017 4:00,9.853888889,,
10/10/2017 4:15,9.853888889,,
10/10/2017 4:30,9.853888889,,
10/10/2017 4:45,9.853888889,,
10/10/2017 5:00,9.853888889,,
10/10/2017 5:15,9.853888889,,
10/10/2017 5:30,9.853888889,,
